track,or_number,status,title,abstract,primary_area,secondary_area
Extended_Abstracts,177,pending,Process-Level Evaluation of Social Inference in LLMs,"Humans do not wait until an action sequence ends to infer another agent's goal. They update beliefs online as new evidence arrives. This process can be formalised as Bayesian inverse planning, where an observer maintains a posterior over possible goals and updates it according to each action's diagnostic value. Typical evaluation of Large Language Models (LLMs) on social reasoning through final judgments after a full observed sequence leaves open whether they actually track social evidence over time. We introduce an evaluation framework in which an agent produces actions under a known rational policy in a controlled set of hidden-goal environments. We compute trajectories of ideal-observer posteriors over goals at every step, and evaluate LLMs both on final accuracy and process-level properties of belief updating. Our results show that success on goal inference tasks need not imply human-like tracking of social evidence, and process-level evaluation reveals differences that final-answer metrics obscure.",artificial intelligence / machine learning,computational cognitive science / cognitive modeling
Extended_Abstracts,178,pending,Overparameterization symmetries determine representational geometry in nonlinear neural networks,"Representational comparisons are central to cognitive computational neuroscience as they are routinely used to gauge whether biological and artificial systems perform similar computations. Yet it remains unclear when shared computation constrains internal representation. In overparameterized nonlinear artificial networks, many different parameter settings implement the same input-output mapping. Here, we show that known symmetry families, all of which preserve this mapping, act on hidden activity through just three primitive transformations: addition, duplication, and scaling. This yields a closed-form description of the representational similarity matrix as a sum of a task-linked core and symmetry-induced nuisance terms, extending recent dissociation results from linear to nonlinear networks. More broadly, our results reveal when representational similarity can support inferences about shared computation and when it cannot.",artificial intelligence / machine learning,theoretical / computational neuroscience
Extended_Abstracts,179,pending,Representational similarity can dissociate from function and behaviour in task-optimised vision networks,"Building models that explain how biological brains process information is a central goal of computational neuroscience. A common way to evaluate such models is to ask how well they align with neural data. This alignment is routinely quantified by comparing model and brain representations using measures such as RSA and CKA. In doing so, high representational alignment is often taken as evidence of similar computation and behaviour. Here, we show that representational similarity can dissociate from both function and behaviour in task-optimised vision networks. Across architectures and datasets, including comparisons to macaque IT cortex, networks can match a target model's outputs, task performance, and trial-by-trial behaviour while exhibiting a wide range of representational similarity scores. Conversely, networks can closely match task performance and representational similarity, yet differ substantially in trial-by-trial behaviour. These findings show that representational similarity alone is insufficient evidence for shared computation and motivate stricter criteria for brain-model alignment.",theoretical / computational neuroscience,artificial intelligence / machine learning
Extended_Abstracts,180,pending,Memorability varies with how visual information is sampled by humans and models,"Humans consistently remember some images better than others—a phenomenon known as memorability. Computational models such as ResMem can predict image memorability from visual features, yet it remains unclear whether these predictions rely on the same spatial prioritization as humans. Here, we tested whether model–behavior agreement depends on shared attentional selection. Participants performed an old–new memory task with eye tracking on natural scene images containing faces, text, both, or neither, selected based on high or low ResMem scores. While ResMem distinguished high‑ from low‑memorability images overall, its performance varied across conditions and failed for text‑only images. Critically, model–behavior discrepancies showed a non-monotonic relationship with gaze-saliency alignment, with best prediction at intermediate levels of alignment. However, this relationship disappeared for images containing both faces and text, where predictions remained accurate irrespective of gaze–saliency alignment. These findings suggest that memorability depends not only on image features but also on how visual information is selectively sampled, highlighting the role of shared spatial prioritization in model–behavior alignment.
Keywords: image memorability; computational modeling; eye tracking; saliency",computational cognitive science / cognitive modeling,artificial intelligence / machine learning+psychological / behavioral research
Extended_Abstracts,181,pending,Using deep reinforcement learning to reveal neural representations of exploration,"A key aspect of learning and decision-making is balancing the exploitation of known options with the exploration of potentially better ones, a dilemma known as the exploration-exploitation trade-off. Reinforcement learning (RL) theory explains exploration behavior but not its neural representations. To address this, we leveraged deep reinforcement learning (Deep-RL). We used an LSTM-based actor-critic model and fMRI data from participants performing a restless three-armed bandit task. The model revealed a representational structure in which action representations were more similar following low outcome values and became increasingly separated following high outcome values, consistent with a transition between exploratory and exploitative states. This structure was expressed in value-sensitive regions, including dACC, anterior insula, and vmPFC, beyond simpler control models. Critically, value-dependent changes in across-action neural distance in vmPFC were linked to changes in exploratory behavior, suggesting a mechanism similar to that of the model.",theoretical / computational neuroscience,artificial intelligence / machine learning+computational cognitive science / cognitive modeling
Extended_Abstracts,182,pending,Memory Subspaces for Temporal Locations Across Timescales in the Monkey Precuneus,"Understanding how the brain organizes the temporal structure of experience across different timescales is central to episodic memory. Here, we examine neural population dynamics in primate precuneus during a temporal order judgment task spanning seconds to minutes, and cross-day retrieval of intertwined episodes. We recorded large-scale population activity ($\sim$3,000 neurons) across 3 days and analyzed it using generalized linear models and low-dimensional manifold methods. Single neurons showed consistent positive modulation for temporal locations (TLs) across both 2-s and 1-min delay conditions during retrieval. At the population level, neural activity formed structured low-dimensional manifolds in dPCA space, showing a maintained subspace with persistent encoding of TLs of the extracted frames during the TOJ period. Behavioral errors were associated with a collapse of these memory subspaces and a loss of dynamical synchrony between trajectories, while correct trials exhibited coherent, synchronized dynamics for different TLs. During cross-day retrieval, episodic states corresponding to the TL of clips viewed across both days, rapidly separated into day-specific clusters within a shared state space, and was absent in control conditions. The chronologically recent Day-2 subspace occupied a larger representational volume, which also corresponded to higher memory performance, compared to that of Day-1 clips. These results suggest that episodic time is encoded as a dynamically maintained neural manifold supporting episodic memory decisions.",experimental neuroscience (systems / cognitive),psychological / behavioral research+experimental neuroscience (systems / cognitive)
Extended_Abstracts,183,pending,Bayesian linear encoding to evaluate models on neuroimaging data,"Evaluating the similarity of deep neural networks to human brain data is a crucial method to test mechanistic models of cognition. Although several methods to perform these evaluations exist, they present a number of computational and practical disadvantages. We evaluate a Bayesian linear encoding model that allows for the computation of brain similarity without explicitly fitting the feature weights by operating on the kernel matrix. To assess the reliability of our method, we calculate the correlation of model rankings between subjects, for our method and other state of the art methods. Preliminary results show a slightly higher correlation across subjects for our method ($\tau=0.907$), than for a frequentist encoding model ($\tau=0.88$). Our proposed method constitutes an interesting addition to existing tools for brain similarity, achieving slightly better results while being much faster to compute and avoiding common steps such as dimensionality reduction and hyper-parameter setting through cross-validation.",computational cognitive science / cognitive modeling,artificial intelligence / machine learning
Extended_Abstracts,184,pending,Rule learning distorts memory for pre-learning decisions,"Remembering one's past decisions is critical for learning from delayed feedback and maintaining an accurate self-model. Across two gamified experiments, we find that learning a hidden rule leads to worse memory for one’s decisions made prior to rule learning, producing a trade-off between learning and memory. We suggest that this reveals an important principle: when reconstructing past decisions, people use their current behavioural policy as a model for how they behaved in the past.",psychological / behavioral research,computational cognitive science / cognitive modeling
Extended_Abstracts,185,pending,Dimensional  Doubt is Selectively Associated with Metacognition for Non-Occurrences,"Episodic memory is typically studied as memory for things that happened. Yet everyday decisions often require the opposite: concluding that something did not occur. Inference about non-occurrences cannot draw on recollective experience; instead, it relies on the absence of a memory trace together with a metacognitive belief that an occurrence would have been remembered. As a result,  distrust in one’s own cognition may disproportionately impair confidence when inferring that something did not happen. We tested this hypothesis in 460 participants who completed a recognition memory test with implicit and explicit measures of confidence. Dimensional  doubt was selectively associated with underconfidence for “new” judgments across both explicit and implicit  confidence measures, with no corresponding association for “old” judgments. These findings provide evidence that dimensional  doubt is selectively associated with inference about non-occurrences.",psychological / behavioral research,computational cognitive science / cognitive modeling
Extended_Abstracts,186,pending,Neural Representations of Target and Commonly Co-Occurring Objects Accessed Prior to Visual Search,"In our day to day lives we search for objects regularly. If you want to brush your teeth, you need to find a toothbrush and some toothpaste. When you search for the toothpaste, you do not search the entire bathroom, you use your knowledge of how scenes are structured—toothbrushes and toothpaste are often found on the sink—to narrow down your search space and quickly find the toothbrush. Our knowledge of how scenes are structured is typically referred to as scene grammar (Võ, 2021) and is hypothesized to follow a specific hierarchical structure: At the lowest level are smaller, local objects (e.g. a soap), followed by “anchors”, larger objects (sink) which predict both the identity and location of local objects. Together they form a “phrase”, a meaningful and functionally organized subset of a scene. Multiple phrases combine to form a scene (Võ, 2021; Wolfe, 2020; Yu et al., 2023). Prior work has investigated this at a behavioural level, however, how scene grammar knowledge is represented hierarchically on a neural level, and how it is dynamically accessed, remains unknown. To examine this, we presented participants with an isolated target object (local or anchor) either as a word label, image, or target word in the context of a search task, followed by a blank period while we recorded MEG. Using representational similarity analysis (RSA) and cross-decoding approaches, we analysed each stimulus presentation and blank period to determine whether, prior to search, participants also access phrase and scene representations, in addition to objects representations, to help guide their search. During the stimulus period we found peaks for object, and phrase category models. This suggests that even when seeing isolated objects, participants automatically also access representations of local and phrasal information to guide search.",experimental neuroscience (systems / cognitive),computational cognitive science / cognitive modeling
Extended_Abstracts,187,pending,The STS Responds Selectively to Communicative Signals,"Our ability to perceive communicative signals---whether directed toward us or others---is central to social behavior. In the current fMRI study, participants viewed videos in which the same people in the same setting engaged in communicative interactions, non-communicative social interactions, or independent actions. A social-interaction-selective region of the superior temporal sulcus STS (SI-STS) responded more to communicative interactions than to either comparison condition. This effect was not limited to observing two people: SI-STS responded similarly when participants viewed a single person communicating with the viewer or an unseen partner. Ratings from separate observers further showed that SI-STS responses were explained by perceptual correlates of social communication including mouth movement, gesture, and emotional expressions. Together, these findings suggest that SI-STS encodes the perceptual correlates of communicative events.",experimental neuroscience (systems / cognitive),
Extended_Abstracts,188,pending,Neural Encoding of Syntactic Movement in English but Not Chinese,"Syntactic movement is a central construct in generative linguistics to account for word-order variation and long-distance dependencies. In this framework, movement derives the ""surface"" representation of a sentence from its underlying ""deep"" structure, displacing elements and leaving ""traces"" in their original positions. In this study, we examine the neural basis of movement in English and Chinese by correlating brain activity during naturalistic listening with syntactic features derived from X-bar-style parse trees, including node counts, traces, and word embeddings based on surface and deep structures. We find that measures reflecting deep structure significantly predict neural responses in English but not in Chinese, offering partial support for movement-based theories while highlighting clear cross-linguistic differences.",computational cognitive science / cognitive modeling,
Extended_Abstracts,189,pending,Latent-fMRI: Latent Neural Representations in Naturalistic fMRI using Contrastive Learning,"Functional Magnetic Resonance Imaging (fMRI) studies of naturalistic, within-subject analyses commonly rely on event segmentation methods such as Hidden Markov Models (HMM) and pattern-based approaches like Multivoxel Pattern Analysis (MVPA) and Representational Similarity Analysis (RSA). However, these methods often struggle to capture key aspects of neural dynamics, including geometric structure, trajectories between brain states, non-linear representations, temporal continuity, and noise robustness. To address these limitations, we explore Consistent Embeddings of High-Dimensional Recordings using Auxiliary Variables (CEBRA), a contrastive learning–based framework for modeling within-subject Blood Oxygen Level Dependent signals. While CEBRA may not precisely resolve individual time points due to the temporal smoothing imposed by the hemodynamic response function in fMRI data, it instead identifies clusters of time points associated with similar neural activations. In this study, we reanalyzed an audio-based naturalistic fMRI dataset using CEBRA. Our objectives were to estimate an optimal temporal offset for naturalistic fMRI data and to investigate the resulting latent representations in a 3D space. We then annotated these representations with narrative labels to assess whether the learned embeddings align with meaningful story events. Overall, CEBRA is a promising approach for naturalistic fMRI that can uncover new insights into brain function.",computational cognitive science / cognitive modeling,artificial intelligence / machine learning
Extended_Abstracts,190,pending,Discovering Functionally Selective Brain Regions with Deep Topographic Multimodal Models,"Neurons in cortex are organized such that nearby neurons share similar response profiles, giving rise to systematic spatial organization across sensory and cognitive systems. While topographic artificial neural network models have begun to capture this structure, existing approaches apply spatial constraints layer-wise, yielding fragmented maps that do not reflect the contiguity of cortical processing streams or their integration across modalities. We introduce Topo-Omni, a topographic multimodal model in which visual, auditory, and language–cognitive processing are implemented as contiguous cortical sheets spanning multiple model layers. This architecture gives rise to category-selective clustering consistent with human neuroimaging: including faces, voices, and language. These emergent functional clusters are further validated by causal tests of cortical organization: suppressing them produces selective behavioral impairments that parallel human deficits, while artificially driving cluster activity biases perception towards the corresponding functional category. Finally, we screen for novel clusters in-silico and discover a new *nature* cluster which we validate in human data. By unifying spatial organization across modalities and processing stages in a contiguous in-silico cortical sheet, Topo-Omni provides a platform for both validating known cortical structure and generating predictions about previously uncharacterized functional regions.",artificial intelligence / machine learning,computational cognitive science / cognitive modeling+experimental neuroscience (systems / cognitive)
Extended_Abstracts,191,pending,Emergent Eye Movements for Scene Understanding in a Model of Ventral and Dorsal Visual Processing,"We continuously move our eyes to sample high-acuity information from the visual world around us. Computational models aiming to replicate this behavior are typically trained on eye-tracking data to mimic the fixation patterns of people looking at, for example, natural scenes. While such models achieve remarkable predictive performance, they do not address the question of what eye movements are made for and may therefore fail to capture the actual computations that give rise to them. Here, we introduce a normative model that predicts semantic caption embeddings by actively selecting where information is sampled from in a scene. The network comprises two processing streams, akin to the ventral and dorsal pathways in the visual system: one integrates glimpses over time to predict scene caption embeddings, while the other determines where to fixate next. Importantly, the glimpse selection policy is optimized solely for performance on the scene understanding task and receives no supervision from empirical eye-tracking data. We find that the emergent fixation strategy generalizes to novel scenes and resembles human fixation density maps on two datasets, under both free-viewing and scene-description conditions. This result suggests that predicting scene caption embeddings provides an ecologically motivated objective for fixation modeling, in which human-like eye movements emerge as an efficient sampling strategy rather than serve as the explicit target of optimization.",computational cognitive science / cognitive modeling,artificial intelligence / machine learning
Extended_Abstracts,192,pending,The Role of Prior Precision and Prior Probability in Voice Perception,"Perception is often described as Bayesian inference, yet it remains unclear
  how prior precision and prior probability shape inference when multiple 
  latent causes compete. We address this question in voice perception, where listeners 
  infer speaker identity from variable acoustic input. 
  Across two behavioral setups, participants learned distributions over speaker priors
  in a perceptual space. When prior probabilities were constant, 
  participants preferentially attributed ambiguous stimuli to low-precision priors, 
  aligning with normative Bayesian inference. 
  Computational modeling further revealed that participants acquired idiosyncratic prior distributions.
  When prior probability of latent causes was manipulated, 
  participants biased their inferences toward more probable 
  causes, with stronger effects under higher cue reliability leading to faster response times. 
  Together, these findings show that perceptual inference reflects a structured competition 
  between probabilistic hypotheses, shaped jointly by prior precision and prior probability.",computational cognitive science / cognitive modeling,psychological / behavioral research+experimental neuroscience (systems / cognitive)
Extended_Abstracts,193,pending,How Prior Beliefs Distort the Integration of Information in Sequential Decision-Making,"A central challenge for human cognition is integrating information from sources that vary in reliability with our prior beliefs. Normative Bayesian accounts provide a benchmark on how those should be combined, but it remains unclear how humans compare to this ideal, particularly when unreliable evidence supports prior beliefs. Here, we examined how prior beliefs influence the integration of explicit reliability samples in a sequential decision-making task. Participants observed sequences of evidence samples (red and blue squares), each associated with an explicit reliability expressed as a percentage (50%, 55%, or 65%), and judged which option was more likely to be correct. We manipulated prior belief by introducing a base rate bias in the overall likelihood of each colour that participants could learn through feedback or were explicitly told. We fitted a computational model of sequential evidence integration in log-odds space capturing key sources of suboptimality in the decision process and the learning of base rate. Each sample was assumed to be weighted according to its position in the sequence (recency parameter) and its potentially distorted reliability (probability distortion parameter). Belief about the base rate was updated through biased learning (learning parameter). Participants treated all sources as more reliable than they were, replicating previous findings (Ota et al., 2025). Participants also showed a consistent tendency to choose the option aligned with their belief about the base rate. Awareness of the bias in the base rate was associated with more adaptive belief updating. Importantly, there was no evidence of an interaction between prior belief and evidence reliability, suggesting these distortions operate independently. We also found no evidence for selective amplification of belief-congruent evidence. Together, these findings indicate that prior beliefs bias decision-making primarily by shifting decision criteria rather than altering the weighting of information, revealing multiple, dissociable sources of bias in human inference.",computational cognitive science / cognitive modeling,psychological / behavioral research
Extended_Abstracts,194,pending,Different Features Shape Category Selectivity in Human Visual Cortex and Deep Neural Networks,"Category-selective responses to faces, bodies, and scenes are well established in human visual cortex and computational models. However, most studies test only a limited number of categories, leaving unclear whether selectivity is robust under broader sampling and whether similar features shape selectivity in cortex and models. Here, we measured selectivity for hundreds of categories in ventral temporal cortex (VTC) and deep neural networks (DNNs), and tested which behaviorally relevant dimensions best explain the degree of selectivity across categories. We found that under broad category sampling, selectivity remains robust but varies continuously. In VTC, the most selective categories aligned with classical domains (i.e., faces, bodies, scenes), and variability in selectivity was explained by primarily semantic dimensions. In DNNs, by contrast, the most selective categories were visually distinctive animals and objects, and variability in selectivity was explained by mixed visual-semantic dimensions. These findings suggest that selectivity remains robust across a broad category space but is largely shaped by different features in human visual cortex and current computational models.",theoretical / computational neuroscience,artificial intelligence / machine learning+experimental neuroscience (systems / cognitive)
Extended_Abstracts,195,pending,Biophysical modeling of inter-brain synchrony during social and non-social interaction,"Inter-brain synchrony (IBS) during social interaction is well documented but lacks a mechanistic explanation. Autism spectrum disorder is characterized by affected social interactions and reduced inter-brain synchrony, but underlying biophysical mechanisms remain unclear. We present a coupled whole-brain model of interacting individuals to investigate IBS across brain regions and its modulation by excitation–inhibition imbalance, hypothesized to be affected in autism. We compare social and non-social conditions and find that E/I imbalance systematically modulates IBS. Social interactions consistently exhibit higher synchrony, showing a network hierarchy with the strongest effects to E/I imbalance in the salience network and dominant contributions from low-frequency bands (0.1–10 Hz). This framework further enables future integration with autism datasets for personalized modeling of inter-brain dynamics.",computational cognitive science / cognitive modeling,theoretical / computational neuroscience
Extended_Abstracts,196,pending,Localizing excitation-inhibition imbalance in schizophrenia with virtual brains informed by white-matter microstructure,"Schizophrenia symptoms are believed to emerge from cellular-level excitation-inhibition imbalance. Yet, where imbalance may be localized in the brain to potentially cause brain dynamical differences underlying altered cognition in each patient remains unclear. To investigate cellular mechanisms underlying brain function and dysfunction at the individual level, personalized whole-brain models provide promising tools. However, their applicability to psychiatry is still limited as models fail to account for inter-individual differences in brain dynamics. We hypothesize that models can be substantially enhanced by incorporating any information about white matter microstructure. Here, we systematically compare metrics of white matter structure and microstructure to inform personalized simulations of brain activity in schizophrenia and controls. To do so, we infer regional parameters of whole-brain mean-field models with The Virtual Brain (TVB) to account for individual functional connectivity (FC) from resting-state functional magnetic resonance imaging (fMRI) data. Our results show that models informed by white-matter microstructure metrics drastically outperform models informed by white-matter fiber count and density as in the state of the art at reproducing empirical FC. The findings support that the regional specificity, but not individual specificity of white-matter microstructure metrics, influence data-model fit. Next, we reveal E/I imbalance localized in the posterior cingulate and paracentral areas in schizophrenia patients. Finally, we demonstrate that inferred E/I maps are meaningful in that they can enhance diagnostic classification. Our approach provides a white-matter-microstructure-informed platform to model brain activity at the individual level in health and pathology, allowing us to introduce and validate tools to map E/I balance, supporting machine-learning-based diagnostics and potentially treatment simulation for personalized intervention recommendations.",theoretical / computational neuroscience,artificial intelligence / machine learning
Extended_Abstracts,197,pending,Neural Encoding and Reinstatement of Multimodal Information during Naturalistic Viewing,"Video comprehension requires the integration of visual, auditory, and linguistic information, yet how these multimodal streams are jointly represented and later reconstructed from memory remains unclear. Here, we analyzed functional magnetic resonance imaging (fMRI) data from 30 participants during naturalistic viewing and subsequent mental replay. We extracted text, audio, and video embeddings from a multimodal large language model and used them to build encoding models that predict cortical activity during viewing. We observed modality-specific spatial patterns, with each modality correlating with activity in its corresponding cortical regions. We then assessed the reinstatement of the modality-specific representations by comparing predicted brain activity with neural responses during the replay period. We observed a systematic reverse temporal structure across modalities during replay, with early recall aligning more strongly with later encoding moments. These findings suggest that multimodal information may be supported by closely coupled mechanisms during both encoding and retrieval, reflecting a common representational framework across perception and memory.",computational cognitive science / cognitive modeling,
Extended_Abstracts,198,pending,Temporal dynamics and location tolerance of object category representation are unaffected by the presence of multiple objects,"Recognizing objects across locations and amid other objects is a core visual challenge. When viewing single objects, high-order visual cortex extracts object category rapidly and with partial location tolerance (i.e. responding similarly to objects in different locations), but whether these properties hold for multiple objects is unknown. During electroencephalography (EEG) recordings, participants viewed objects of different categories at four peripheral locations, in two conditions: single objects in isolation or multiple objects in groups of four. We trained classifiers to decode category in each condition to characterize the temporal dynamics of category representation, and used cross-decoding across locations to quantify the location tolerance of category representation, since cross-decoding depends on similar representations across locations. Decoding accuracy peaked at the same time and was similarly reduced by cross-decoding for single and multiple objects, suggesting that the temporal dynamics and location tolerance of category representation do not change for multiple objects.",experimental neuroscience (systems / cognitive),computational cognitive science / cognitive modeling+psychological / behavioral research
Extended_Abstracts,199,pending,Exaggerated Volatility Beliefs Drive Social Hallucinations in Paranoia,"The social content of paranoid delusions (that others are ‘out to get me’) has led some to propose that paranoia stems from specific abnormalities in social cognition. For instance, in ‘social hallucinations’ paranoid perceivers are more likely to falsely attribute harmful intention and agency to unstructured, randomly moving visual patterns. However, recent work has revealed that paranoia is marked by domain-general changes in belief updating that affect learning and inference across all contexts. Whether domain-general changes in paranoid cognition are sufficient to explain social hallucinations—without invoking breakdowns in specifically-social cognitive processes—has not been systematically investigated. To test this possibility, across two experiments we examined probabilistic reversal learning and perceived animacy in chasing displays in individuals with high and low levels of paranoia. Participants completed one of four probabilistic reversal learning pre-training conditions (social/non-social × easy/hard) before a perceived animacy task where high confidence false alarms indicated an individual’s proneness to social hallucinations. High-paranoia participants showed increased win-switching in probabilistic reversal learning and elevated high-confidence false alarms in perceived animacy, with atypicalities in general learning behaviour predicting the severity of social hallucinations —suggesting linked mechanisms. Hierarchical Gaussian Filter modeling revealed context-dependent mechanisms: when volatility was salient, prior volatility beliefs (μ₃) linked win-switching, social hallucinations, and paranoia; when social context was salient, meta-volatility learning rates (ω₃) mediated these relationships. These findings are consistent with a picture where social hallucinations have their genesis in domain-general belief updating deficits, advancing our mechanistic understanding of how paranoid percepts and cognitions arise.",computational cognitive science / cognitive modeling,psychological / behavioral research
Extended_Abstracts,200,pending,Assessing Value Normalization and Habit Explanations in the Reward Pairs Task: a Simulation Study,"Choice frequency effects in the Reward Pairs Task were previously attributed to habit learning, but value normalization provides an alternative explanation. We simulated five reinforcement learning (RL) models, with and without habit learning and value normalization, using a Diffusion Decision Model (DDM) to predict choices and response times (RTs). Models with value normalization failed to capture observed choice behavior or the inverted U-shaped RT-value relationship. Only combined RL and habit learning model, without value normalization, matched choice and RT data in both equal- and unequal-reward trials. Our findings refute the value normalization explanation and support the habit learning explanation for behavior in the Reward Pairs Task.",computational cognitive science / cognitive modeling,psychological / behavioral research
Extended_Abstracts,201,pending,Uncertainty minimization generates hippocampus-like dynamics in learning and prediction signals in statistical learning,"The hippocampus (HC) has been implicated in learning as well as predicting perception, but how it balances the two functions is unknown. Based on a Bayesian Brain framework, we hypothesized that uncertainty minimization could unify the two modes in one system, and could generate the dynamics found in BOLD activity of HC during Statistical Learning (SL). We tested this hypothesis by training a hierarchical probability learner during SL, and by comparing the learned parameters to HC dynamics. We found that precision-weighted prediction errors resemble hippocampal representations during invalidly predicted trials – decreasing while learning completes, while precision-weighted prediction errors resemble invalid trials – increasing as prediction become more certain. Taken together, we show that uncertainty minimization generates HC-like dynamics, and we conclude it is a plausible mechanism for combining prediction and learning in HC during SL.",theoretical / computational neuroscience,computational cognitive science / cognitive modeling
Extended_Abstracts,202,pending,Dissecting Thalamic Uncertainty Management with Transcranial Ultrasound Stimulation,"To make informed choices, our brains must monitor and manage uncertainty that originates from diverse sources. Examples include impoverished perceptual inputs (""perceptual uncertainty"") and ambiguous goal relevance of task rules or stimulus features (""task uncertainty""). Systems neuroscience indicates that transthalamic circuits possess architectural features that may support unified principles of uncertainty-guided control across functional domains. However, thalamic contributions remain difficult to causally establish in human cognitive neuroscience. Here, we leverage the spatial precision and deep reach of low-intensity Transcranial Ultrasound Stimulation (TUS) to test thalamic contributions to the management of perceptual and task uncertainty in humans. In multiple stimulation sessions, we apply TUS to either the mediodorsal (MD) or pulvinar (PUL) thalamus — anatomically adjacent subregions that serve as major nodes of structurally distinct transthalamic circuits. Across two studies, we assess TUS effects on sensitivity to perceptual and task uncertainty via multimodal assessment of behavior, choice computations, cortical excitability (EEG), and circuit engagement (3T fMRI). To support stimulation planning and targeting validation of ultrasound interventions in cognitive neuroscience, we introduce PRESTUS, an open-source toolbox for individualized TUS simulations.",experimental neuroscience (systems / cognitive),psychological / behavioral research
Extended_Abstracts,203,pending,Rethinking the inversion effect as a graded phenomenon across object categories,"The inversion effect—poorer recognition of upside-down stimuli—has often been reported for faces and interpreted as evidence for face-specific processing. But is inversion sensitivity truly face-specific, or does it reflect more general visual properties? Here, we use deep neural networks (DNNs) to measure inversion sensitivity across a broad range of object categories and identify the features that predict it. We find that inversion sensitivity varies continuously and reliably across categories, with faces falling toward the upper range but not constituting qualitative outliers. This graded pattern was more pronounced in trained than in untrained DNNs, indicating a key role of visual experience. Feature-encoding based on image properties, particularly horizontal and vertical symmetry, strongly predicted inversion sensitivity. These findings suggest that inversion effects may emerge from the natural statistics of visual inputs rather than reflecting a face-specific mechanism.",theoretical / computational neuroscience,artificial intelligence / machine learning+computational cognitive science / cognitive modeling+theoretical / computational neuroscience
Extended_Abstracts,204,pending,Neural Signatures of Evidence Accumulation in Continuous Estimation,"Real-world actions, such as sailing, require both categorical choices (e.g., whether to jibe or tack) and continuous estimation (e.g., steering towards a target) while monitoring the environment. Although both processes rely on evidence accumulation, continuous estimation has received far less attention, and whether they share common neural mechanisms remains an open question. Here, we address this gap by developing a model-based framework to characterize how sequential visual information is integrated into a continuous judgment, and by linking it to EEG signals recorded during the task. Participants (N = 48) estimated the average position of seven patches briefly presented along a circle. We modeled evidence integration as the vector sum of stimulus directions, accounting for systematic biases and internal noise, and fit this model to single-trial behavioral data. This revealed three distinct integration biases: (i) a temporal bias whereby early stimuli were overweighted relative to later ones (primacy); (ii) an anisotropic spatial bias favoring horizontal over vertical locations; and (iii) a surprise-dependent bias, in which stimuli deviating from the running average received systematically greater weight. Crucially, centro-parietal positivity (CPP), a well-established EEG marker of evidence accumulation, was modulated by the model-predicted stimulus update weights, providing a direct neural correlate of these suboptimal integration strategies. In ongoing work, we extend the same framework to a categorical version of the task to elucidate how the neural bases of evidence accumulation differ between continuous and categorical choices.",computational cognitive science / cognitive modeling,theoretical / computational neuroscience
Extended_Abstracts,205,pending,Stable Selectivity to Social Interactions Across Visual Perspective in the Human Brain,"In the natural social environment, humans
experience social interactions from both first- and
third-person perspectives. Previous studies of social
interaction have mostly used videos that show
social interactions from a third person perspective.
These studies have identified Superior Temporal
Sulcus (STS) as a key region for representing social
interactions. Here, we used natural videos of people
engaged in interactive and non-interactive actions in
both first- and third-person perspective to test
whether STS selectivity to social interactions
generalizes across visual perspectives. The videos
were first behaviorally validated to ensure that
participants could make reliable judgments of
interactiveness and visual perspective. Participants
then viewed these videos in an fMRI experiment.
Results showed stronger responses to interactive
than non-interactive actions in STS that remained
stable across visual perspectives.",experimental neuroscience (systems / cognitive),psychological / behavioral research
Extended_Abstracts,206,pending,Computational Modeling of Stop Processes Captures Violations in Response Inhibition,"Action inhibition is crucial for cognitive control. This type of response inhibition is commonly measured with the stop-signal task (SST), and the dominant framework for the SST is the Independent Race Model. Recent work has unveiled violations of independence assumption of the Independent Race Model, but no new model has been validated to supplant the Independent Race Model. To address this gap, we compared candidate models and found that all key aspects of stopping behavior could be fit by adding trial-by-trial variability in the potency of inhibition, which is lacking in existing models of response inhibition. This work establishes the response inhibition literature on new theoretical ground for understanding human behavior.",computational cognitive science / cognitive modeling,computational cognitive science / cognitive modeling+psychological / behavioral research
Extended_Abstracts,207,pending,Flexible inference of history-dependent learning rules in de novo learning,"Understanding how animals learn new tasks from scratch is a central challenge in cognitive neuroscience. Existing models typically impose fixed parametric forms on learning rules, which may miss richer dynamics used by animals. More flexible approaches exist, but are largely limited to bandit settings rather than learning new input-output mappings (i.e., *de novo* learning).
Here, we infer learning rules directly from behavioral data during *de novo* task learning using a hybrid modeling framework that separates the decision policy from the learning rule. We model the decision policy with a generalized linear model (GLM), providing an interpretable parameterization of choice behavior, while parameterizing trial-by-trial updates of the GLM weights with a neural network.
We introduce TinyRNNGLM, a recurrent extension with only two hidden units, whose low dimensionality enables direct interpretation of the latent state. It outperforms a feedforward, memoryless variant by capturing cross-trial dependencies, and also outperforms a low-dimensional RNN policy model that predicts choice directly, highlighting the benefit of separating the decision policy from the learning rule. In mice, the latent state encodes recent reward history, with larger updates following rewarded sequences.
Overall, these results indicate that hybrid models support both flexible inference and interpretability in *de novo* learning, while a low-dimensional recurrent extension reveals reward-history-dependent structure in the learning process.",computational cognitive science / cognitive modeling,artificial intelligence / machine learning+computational cognitive science / cognitive modeling+theoretical / computational neuroscience
