id,year,title,author,keywords,assigned_topics,authors,abstract,umap_x,umap_y,source_url,poster_number
1118,2018,The role of textural statistics vs. outer contours in deep CNN and neural responses to objects,Bria Long,occipitotemporal cortex | visual features | cnns,"Methods, theory & everything else","Bria Long, Stanford University, United States; Talia Konkle, Harvard University, United States","Deep convolutional neural networks (CNNs) are providing new insight into the high-dimensional feature space that supports object representations in the ventral stream. Here, we examined what specific visual features underlie deep CNN’s ability to predict occipitotemporal cortex responses to images of animals and objects of different sizes. To do so, we measured activations from a widely-used convolutional neural network (Krizhevsky et al., 2012) to four variants of the same image set: (i) original images, (ii) silhouetted images, (iii) phase-scrambled images, and (iv) texforms images (which preserve a combination of texture and coarse form; Long, Yu, & Konkle, 2017). We found that the predictive power of CNN features in the ventral stream was better accounted for by textural rather than outer contour properties. These results point towards textural statistics as an important dimension in characterizing the representational layout of object representations in object selective cortex, and underscore the importance of controlled image sets for examining when and why deep CNN features hold predictive power.",2.7633843421936035,5.429249286651611,https://2018.ccneuro.org/Papers/ViewPapers1bb5.html?PaperNum=1118,
1210,2018,The strength of functional connectivity between the frontoparietal and default mode systems correlates with behavioral performance on a variety of tasks in the Human Connectome Project,Andrew Murphy,fask fmri | functional connectivity | frontoparietal system | default mode system results and discussion here | we investigate the hypothesis that functional competition between the mds and dms promotes improved behavioral performance on externally cued tasks. to test this hypothesis | we examined resting state fmri data from 801 subjects in the hcp (van essen | 2013) collected during the performance of 5 distinct tasks requiring working memory | relational processing | emotion processing | language processing | and social cognition. behavioral performance in working memory was summarized by the mean accuracy across 0back and 2-back tasks. performance on the relational task was summarized as the accuracy across both the matching and control conditions. performance for the language task was taken to be the maximum difﬁculty reached across both the language and math conditions. for the social task | performance was deﬁned as the percentage of correctly identiﬁed random interactions that were not social interactions. finally | performance on the emotion task was summarized as the accuracy across both the shape and face conditions. for each of the 5 tasks | we calculated the correlation between the strength of the mds-dms functional connection and performance across subjects (fig. 1 a | b). to do this | we applied a 400 region parcellation (schaefer | 2017) | calculated the pairwise fisher-z transform of the pearson correlation | and normalized the matrices by their total weight. we found that the strength of the functional connectivity between the dms and the frontoparietal system (fps | a subset of mds) was signiﬁcantly correlated with behavioral performance on 4 of the 5 tasks (all but the task demanding emotion processing). importantly | this connection strength was consistently negatively correlated with behavioral performance measures. this relationship is observed in 4 different tasks | implying that it may not be driven by the particular demands ofeach task | but rather driven by the challenge of task completion | regardless of the speciﬁc task. such a line of reasoning is supported by three observations: ﬁrst | it has been suggested that a strong anti-correlation between the mds and dms may efﬁciently suppress dms activity (kelly | 2008). second | evidence exists that activation of the dms decreases attention to external stimuli by redirecting attention to introspective thoughts (uddin | clare kelly | biswal | xavier castellanos | milham | 2009). third | it has been observed that the dmsmds functional connection strength varies according to the presence or absence of a task demand | and that functional dms connections are related to individual behavior during task performance (elton | gao | 2015). the current ﬁndings are consistent with these three arguments: decreased dms activity is necessary for efﬁcient task completion | and may be suppressed by a strong mds-dms anti-correlation - such a conﬁguration would be helpful in a wide variety of tasks | which we demonstrate with the present ﬁndings. we suggest that this particular connection may play an important role in a functional network supporting performance on externally cued tasks. figure 1: the strength of functional connectivity between the dms and the fps is correlated with individual differences in behavior across subjects. (a) we examine speciﬁcally how the strength of functional connectivity between the default mode network and frontoparietal system relates to behavioral performance. panels b – f show the relationship between (i) the strength of functional connectivity between the dms and fps | and (ii) behavioral performance measured and summarized on all 5 tasks. the units of performance as well as connectivity are detailed in the text. acknowledgments d.s.b. and a.c.m acknowledge support from the john d. and catherine t. macarthur foundation | the alfred p . sloan foundation | the isi foundation | the paul allen foundation | the army research laboratory (w911nf-10-2-0022) | the army research ofﬁce (bassett-w911nf-14-1-0679 | grafton-w911nf-16-1-0474 | dcist w911nf-17-2-0181) | the ofﬁce of naval research | the national institute of mental health (2-r01-dc-009209-11 | r01-mh112847 | r01-mh107235 | r21-m mh-106799) | the national institute of child health and human development (1r01hd086888-01) | national institute of neurological disorders and stroke (r01 ns099348) | and the national science foundation (bcs-1441502 | bcs-1430087 | nsf phy -1554488 and bcs-1631550). the content is solely the responsibility of the authors and does not necessarily represent the ofﬁcial views of any of the funding agencies. references barber | a. d | caffo | b. s | pekar | j. j | mostofsky | s. h. . decoupling of reaction time-related default mode network activity with cognitive demand. brain imaging and behavior | 11(3) | 666–676. cole | m. w | reynolds | j. r | power | j. d | repovs | anticevic | braver | t. s. . multi-task connectivity reveals ﬂexible hubs for adaptive task control.nature neuroscience | 16(9) | 1348. elton | w. . task-positive functional connectivity of the default mode network transcends task domain. journal of cognitive neuroscience | 27(12) | 2369– 2381. fox | m. d | snyder | a. z | vincent | j. l | corbetta | van essen | d. c | raichle | m. e. . the human brain is intrinsically organized into dynamic | anticorrelated functional networks. proceedings of the national academy of sciences of the united states of america | 102(27) | 9673–9678. gui | zhu | fang | spaeth | a. m | xin | rao | h. . resting spontaneous activity in the default mode network predicts performance decline during prolonged attention workload. neuroimage | 120 | 323– 330. kelly | a. c | uddin | l. q | b. b | castellanos | f. x | m. p . . competition between functional brain networks mediates behavioral variability.neuroimage | 39(1) | 527–537. li | c.-s. r | y an | bergquist | k. l | sinha | r. . greater activation of the ”default” brain regions predicts stop signal errors. neuroimage | 38(3) | 640–648. liang | zou | y ang | y . . topologically reorganized connectivity architecture of default-mode | executive-control | and salience networks across working memory task loads. cerebral cortex | 26(4) | 1501– 1511. sala-llonch | pe ˜na-g´omez | arenaza-urquijo | e. m | vidal-pi˜neiro | bargall ´o | junqu ´e | bartr ´esfaz | d. . brain connectivity during resting state and subsequent working memory task predicts behavioural performance. cortex | 48(9) | 1187–1196. satterthwaite | t. d | wolf | d. h | erus | ruparel | elliott | m. a | gennatas | e. d | others . functional maturation of the executive system during adolescence. journal of neuroscience | 33(41) | 16249–16261. schaefer | kong | gordon | laumann | t. o | zuo | x.-n | holmes | a. j | y eo | b. . local-globalparcellation of the human cerebral cortex from intrinsic functional connectivity mri. cerebral cortex | 1–20. uddin | m. p . . functional connectivity of default mode network components: correlation | anticorrelation | and causality. human brain mapping | 30(2) | 625–637. van essen | smith | s. m | barch | d. m | behrens | t. e | y acoub | ugurbil | others . the wu-minn human connectome project: an overview. neuroimage | 62–79. vanhaudenhuyse | demertzi | schabus | noirhomme | bredart | boly | others . two distinct neuronal networks mediate the awareness of environment and of self. journal of cognitive neuroscience | 23(3) | 570–578. zou | ross | t. j | geng | hong | l. e | y . . intrinsic resting-state activity predicts working memory brain activation and behavioral performance. human brain mapping | 34(12) | 3204–3215,Attention & cognitive control / executive function | Memory | Naturalistic encoding/decoding | Clinical / computational psychiatry | Social cognition & theory of mind,"Andrew Murphy, Maxwell Bertolero, Danielle Bassett, University of Pennsylvania, United States",n/a,9.55134105682373,4.966540813446045,https://2018.ccneuro.org/Papers/ViewPapersf2fe.html?PaperNum=1210,
1098,2018,Theta phase at encoding leads to successful memory formation,Josefina Cruzat,visual memory | theta oscillations | psychophysics methods we collected behavioural data from 38 healthy human participants performing a visual paired memory task. each run included an encoding and a recognition block. during the encoding block | participants were asked to memorize five unrelated image pairs presented side by side | on placeholders. a cue | which is a central fixation cross and placeholders flashed synchronously together with a sound-beep | before each pair presentation. critically | the time-lag between the cue and the image pairs to be encoded was jittered randomly between 0 and 1000 ms. each encoding block was followed by a four-trials recognition block | where participants judged whether or not a given image pair had been presented together in the previous encoding block. each participant provided a total of 1.408 responses. figure 1. visual associative memory task. in the encoding block | at each trial a pair of unrelated images is presented for 500 ms after a variable soa (from 0 to 1000 ms) from a resetting signal. results we measured hit rate at the recognition block as a function of the cue-to-item interval in the encoding block. we binned cue-to-item intervals in sliding windows of 50 ms (shifted every 16.7 ms) up to 500 ms | thus generating smoothed temporal series relating behaviour to encoding time. then | we used the fast fourier transform (fft) to extract the spectral pattern of the behavioural time series. we found that behavioural performance was periodically and selectively modulated at a frequency of ~5 hz. the significance of this fluctuation was confirmed against simulations using surrogate data sets extracted from the same pool. figure 2. behavioural performance. mean hit rate across participants as a function of time (blue line | n=30). note the red line plots the mean hit rate obtained after 10.000 iterations of the randomized data. figure 3. power spectrum. amplitude measurement obtained using the fft for the mean hit rate. as can be seen (blue line) | there is a peak around ~5 hz (theta band) and a ~10 hz peak (alpha band). the peaks are found at frequency bands related to cognitive function. conclusions and discussion the results of the present study show theta periodicity and specificity on visual associative memory performance. in particular | the data reveal that the phase at which relevant stimuli are presented for encoding is consequential for predicting later successful recognition. our findings are in line with previous results showing that ongoing theta and alpha oscillations underlie periodicity in visual perception and attention performance (busch | 2009 | busch | vanrullen | 2010 | de graaf | 2013 | dugue | marque | 2015 | klimesch | 2007 | landau | schreyer | van pelt | fries | mathewson | palva | 2016). here | we suggest a link between these fluctuations in perceptual-attentional processes and successful formation of episodic memory traces. acknowledgments this work was supported by an erc horizon 2020 | proof of concept grant (mneuronic #727595) to s.s-f | an explora psi2015-72568-exp (aei) to mr | and an erc advanced grant (dystructure #295129) to g.d. references busch | n. a | dubois | r. . the phase of ongoing eeg oscillations predicts visual perception. j neurosci | 29(24) | 7869-7876. busch | r. . spontaneous eeg oscillations reveal periodic sampling of visual attention. proc natl acad sci u s a | 107(37) | 16048-16053. de graaf | t. a | gross | paterson | rusch | sack | a. t | thut | g. . alpha-band rhythms in visual task performance: phase-locking by rhythmic sensory stimulation. plos one | 8(3) | e60035. dugue | r. . theta oscillations modulate attentional search performance periodically. j cogn neurosci | 27(5) | 945-958. klimesch | sauseng | hanslmayr | s. . eeg alpha oscillations: the inhibition-timing hypothesis. brain res rev | 53(1) | 63-88. landau | a. n | h. m | p. . distributed attention is implemented through theta-rhythmic gamma modulation. curr biol | 25(17) | 2332-2337. mathewson | k. e | gratton | fabiani | beck | d. m | t. . to see or not to see: prestimulus alpha phase predicts visual awareness. j neurosci | 29(9) | 2725-2732. palva | j. m. . new vistas for alpha-frequency band oscillations. trends neurosci | 30(4) | 150-158. vanrullen | r. . perceptual cycles. trends cogn sci | 20(10) | 723-735,Attention & cognitive control / executive function,"Josefina Cruzat, Mireia Torralba, Manuela Ruzzoli, Gustavo Deco, Salvador Soto-Faraco, Universitat Pompeu Fabra, Spain","Several studies in perception and attention have shown cyclic alternations in behavioural performance (Busch, Dubois, & VanRullen, 2009; de Graaf et al., 2013; Klimesch, Sauseng, & Hanslmayr, 2007; Mathewson, Gratton, Fabiani, Beck, & Ro, 2009; Palva & Palva, 2007; VanRullen, 2016). The main idea behind this phenomenon is that spontaneous low frequency oscillations in neural activity gate incoming sensory information, producing peaks and troughs that correlate with cycles of favorable and unfavorable states for perceptual and attentional processing. Hence, variability in behavioural performance could depend on the particular oscillation phase at which the stimulus is presented. In this study, we extend this idea to the memory domain. We used an audio-visual cue as a resetting signal to pace the moment of presentation of associated pairs of images in a memory encoding block. We found that memory success (hit rate) in a subsequent recognition block fluctuated at ~5 Hz, as a function of the moment at which the memory item had been encoded with respect to the cue.",6.81798791885376,3.521876096725464,https://2018.ccneuro.org/Papers/ViewPapers4618.html?PaperNum=1098,
1085,2018,Topographic Deep Artificial Neural Networks (TDANNs) predict face selectivity topography in primate inferior temporal (IT) cortex,Hyodong Lee,deep neural network | topography | visual cortex,"Methods, theory & everything else","Hyodong Lee, James DiCarlo, Massachusetts Institute of Technology, United States","Deep convolutional neural networks are biologically driven models that resemble the hierarchical structure of primate visual cortex and are the current best predictors of the neural responses measured along the ventral stream. However, the networks lack topographic properties that are present in the visual cortex, such as orientation maps in primary visual cortex and category- selective maps in inferior temporal (IT) cortex. In this work, the minimum wiring cost constraint was approximated as an additional learning rule in order to generate topographic maps of the networks. We found that our topographic deep artificial neural networks (ANNs) can reproduce the category selectivity maps of the primate IT cortex.",4.84720516204834,4.24504280090332,https://2018.ccneuro.org/Papers/ViewPapers51fd.html?PaperNum=1085,
1259,2018,Towards a common philosophy of explanation for artificial and biological intelligence,Jessica Thompson,philosophy of science | explanation | deep learning integration of ai and neuroscience much lip service is paid to the ”integration of deep learning and neuroscience” | with the goal of creating a feedback loopdeep learning for neuroscience and neuroscience for deep learning. this turns out to be hard to do in practice. the confusion when trying to work at this intersection comes in large part from lack of agreement about what progress towards a common goal would look like. this topic came up at the inaugural cognitive computational neuroscience (ccn) conference last year | which was assembled to unify the ”disconnected communities of cognitive science | artiﬁcial intelligence | and neuroscience” towards the common goal of ”understanding the computational principles that underlie complex behavior” (naselaris | 2018). jim dicarlo | chairing a panel discussion | asked | ”when people say they want to work together | usually there is some idea of a shared goal...some idea of what success would even look like...are we even after the same thing?” this question received a number of very different answers from the panel | demonstrating the challenge of even agreeing on a common goal. panelist y ann lecun stated the common goal to ”explain intelligence” but this doesn’t answer the question because we disagree about what is important to explain intelligence. lecun wants to replicate animal intelligence in artiﬁcial systems. on the other hand | for neuroscientist jackie gottlieb | ”success means characterizing a system at a particular level of abstraction ... in a way that is reproducible and solid” (kay | 2017). cognitive scientist josh tenenbaum | stressed the importance of distinguishing between goals on different time scales and suggested that all the ccn attendees probably share some long term vision of success | even if they disagree about what to do to work towards that goal in the short term. i think that coming up with good answers to these questions is the most important hurdle to overcome right now. an integration of cognitive science | artiﬁcial intelligence and neuroscience will not be possible until we are able to motivate our research by reference to a shared deﬁnition of what it means to make progress towards the goal of understanding intelligence. the same debate is happening in machine learning right now. the quest for ”interpretable” ai is ultimately asking what explanations of ai systems will we accept? are some systems more explainable than others? for example | are systems that are designed speciﬁcally to expose ’disentangled’ representations more interpretable? several events were dedicated to related topics at the neural information processing systems conference in 2017 (e.g. interpretable ml symposium | learning disentangled representations: from perception to control). i think it is no coincidence that machine learning and neuroscience are both having these conversations now. rather | it’s precisely because artiﬁcial systems are looking more like biological ones and our models of biological intelligence are looking increasingly like ai that we are forced to question our standard conceptions of what makes a good explanation. these questions are ultimately in the realm of epistemology and philosophy of science | yet philosophical theories are not often (explicitly) invoked in the discussion. i’ve realized that philosophers actually have a lot to say about computational explanation in neuroscience and cognitive science. as scientists | instead of reinventing the wheel | we would do well to look to our philosopher colleagues to help us wade through these difﬁcult but crucially important questions about what constitutes an explanation. at the very least | i think our discussion would be simpliﬁed if we borrowed from the established language of philosophy of explanation. but i will make a stronger claim that what is needed is actually to create a new theory of explanation that applies equally to biological intelligence and artiﬁcial intelligence. the way we understand ai systems (the methods we use to study them | the nature of explanations that we accept) are very different from the way we traditionally un-derstand and study biological systems. at present | this constitutes a challenge to the ccn goal | but in the long term | i see this as an opportunity to deﬁne a new science of intelligence that includes both artiﬁcial and biological intelligence. my central claim is that to achieve an integration of cognitive science | ai and neuroscience | we must reconcile their different theories of explanation,"Methods, theory & everything else","Jessica Thompson, University of Montreal, Canada","Much of the confusion that occurs when working at the intersection of cognitive science, artificial intelligence, and neuroscience stems from disagreement about what it means to understand intelligence. I claim that to integrate these fields, we must reconcile their different theories of explanation. After a brief review of the philosophy of explanation, I recontextualize the stated views of several prominent cognitive computational neuroscientists in terms of the theories of explanation they espouse. Finally, I describe some of the challenges of forging a new theory of explanation that would apply equally to artificial and biological intelligence. As a first step towards an integration of research on biological and artificial intelligence, my goal in writing this paper is to equip scientists of intelligence to interrogate and justify the theories of explanation that underlie their definitions of scientific progress.",8.619829177856445,5.558002948760986,https://2018.ccneuro.org/Papers/ViewPapers36f3.html?PaperNum=1259,
1145,2018,Training Humans and Machines,Aki Nikolaidis,learning | transfer | overfitting | skill acquisition | machine learning,"Methods, theory & everything else","Aki Nikolaidis, Child Mind Institute, United States","For many years, researchers in psychology, education, statistics, and machine learning have been developing practical methods to improve learning speed, retention, and generalizability, and this work has been successful. Many of these methods are rooted in common underlying principles that seem to drive learning and overlearning in both humans and machines. I present a review of a small part of this work to point to potentially novel applications in both machine and human learning that may be worth exploring.",7.248166561126709,5.812928676605225,https://2018.ccneuro.org/Papers/ViewPapers26af.html?PaperNum=1145,
1179,2018,Uncovering mental and neural structure through data-driven ontology discovery,Ian Eisenberg,ontology | cognition | self-regulation cognitive neuroscience has linked neural activity to a wealth of cognitive processes | yet struggles to produce a cumulative account of neural function(y arkoni | poldrack | van essen | wager | 2010). this slow progress has many causes | but is partially explained by the lack of systematic ontologies describing brain structure and mental function. while integrative brain atlases have been steadily improving | commensurate efforts to improve cognitive ontologies have been limited. we address this by developing a data-driven cognitive ontology derived from individual differences across a broad range of behavioral tasks | self-report surveys | and real-world outcomes (see (eisenberg | 2018) for an overview of the research program). 522 participants completed 63 different measures on mechanical turk related to decision-making | working memory | cognitive control | impulsivity | and personality | amongst other psychological constructs. each of these measures was decomposed into multiple dependent variables (dvs | n=206) which reﬂect means of speciﬁc item sets | comparisons between task conditions | or model parameters thought to capture putative psychological constructs. a particular question for this project was whether surveys and task dvs could be captured within a single space | given their different measurement characteristics. because the battery included both surveys and tasks putatively related to the same cognitive constructs (e.g | impulsivity) | one would predict signiﬁcant relationships between the two sets of dvs that would support such a joint cognitive space. interestingly | though subsets of the tasks and surveys putatively reﬂect similar constructs | we ﬁnd that they are only weakly correlated | and thus bifurcate in the ontology. the independence of these two groups of measures suggests a top-level ontological distinction between the constructs underlying task and survey dvs and necessitated the creation of two cognitive spaces. we thus analyzed tasks and surveys separately using identical pipelines. using exploratory factor analysis | we identify two low-dimensional cognitive spaces that separately capture behavioral tasks and surveys. the task space was deﬁned by ﬁve dimensions that are broadly related to drift-diffusion parameters (speed of information processing | caution | and perceptual/motor responses) | temporal discounting | and strategic information processing. survey factors largely reﬂected separate measurement scales (e.g | social risk taking and financial risk taking | dospert subscores) or a combination of several closely related dvs (e.g | sensation seeking | which related to dvs derived from the sensation seeking scale | upps-p | and dospert). a notable exception was the goal-directedness factor | which integrates a heterogeneous set of dvs related to goal-setting | self-control | future timeperspective | and grit. to complement this dimensional approach | we employed hierarchical clustering within the task and survey spaces identify separable clusters. these clusters can be thought of as psychological ”kinds” | related to | but separate from | the dimensions identiﬁed with factor analysis. as an example | in the survey dendrogram a ”self-control” branch composed of two separate clusters was apparent: one primarily related to impulsivity (but also reﬂecting goal-directedness | mindfulness and reward sensitivity) | and one reﬂecting long-term goal attitudes | incorporating time-perspective and implicit theories of willpower. overall | structure discovery reveals a simpler cognitive ontology than typically employed in the psychological sciences. as real-world relevance is an essential feature of theoretical constructs(y arkoni | westfall | 2016) | we also evaluatedwhether tasks and surveys can predict real-world outcomes. we reduced the self-reported real-world outcomes to 9 ”target” factors (e.g. mental health | binge drinking) and computed individual outcome factor scores | which represents realworld outcomes that have previously been related to behavioral tasks and surveys included in the measurement battery. we assessed predictive ability using cross-validated ridge regression. while surveys performed moderately well | tasks showed almost no predictive ability. for the surveys | the predictive psychological dimensions can be expressed as an ”ontological ﬁngerprint” | which exempliﬁes the utility of a joint ontological language for describing diverse societally relevant outcomes. each outcome measure was predicted by a heterogeneous set of survey factors | indicating that real-world outcomes are related to a diversity of underlying cognitive traits. to link these cognitive structures to neural activity | we ran a followup fmri study. using a genetic algorithm | we identiﬁed a smaller number of behavioral tasks and survey questions that best captured the entire ontological space to use in an fmri study. 100 participants completed 10 tasks and resting-state scans | from which we calculate 40 unique contrasts. contrasts were subjected to dimensionality reduction and clustered to reveal a neural similarity space that complements that derived from behavioral individual differences. a subset of these participants completed the original behavioral battery | affording direct linkage between neural structures and ontological constructs. this research is ongoing. in summary | cognitive ontologies describe the psychological constructs through which most human neuroscience is understood. we demonstrate that data-driven structure discovery techniques can proﬁtably improve these ontologies | and that so helps to contextualize brain states identiﬁed using fmri. references anderson | m. l. (2016 | january). pr ´ecis of after phrenology: neural reuse and the interactive brain. behav. brain sci | e120. eisenberg | i. w | bissett | p. g | canning | j. r | dallery | enkavi | a. z | whitﬁeld-gabrieli | r. a. (2018 | february). applying novel technologies and methods to inform the ontology of self-regulation. behav. res. ther | 101 | 46–57. shine | j. m | eisenberg | r. a. (2016 | january). computational speciﬁcity in the human brain. behav. brain sci | e131. y arkoni | r. a | d. c | t. d. (2010 | november). cognitive neuroscience 2.0: building a cumulative science of human brain function. trends cogn. sci | 14(11) | 489–496. y arkoni | j. . choosing prediction over explanation in psychology: lessons from machine learning. figshare | 6084/m9. ﬁgshare | 2441878,Attention & cognitive control / executive function,"Ian Eisenberg, Patrick Bissett, A Zeynep Enkavi, Jamie Li, Stanford University, United States; David MacKinnon, Arizona State University, United States; Lisa Marsch, Dartmouth College, United States; Russell Poldrack, Stanford University, United States","Despite a wealth of behavioral and neural findings, psychology and cognitive neuroscience lack integrative theories. One difficulty is the apparent multifuctional character of neural function (Anderson, 2016), a perspective ultimately founded on our neural and cognitive ontologies (Shine, Eisenberg, & Poldrack, 2016), and potentially ameliorated by their reconceptualization. While the progressive development of our neural ontology in terms of brain atlases and functional networks is the norm, commiserate refinement of a cognitive ontology has been lacking. We forward a data-driven framework to integrate multiple psychological literatures into a new cognitive ontology. We examine individual-differences across an unprecedented range of behavioral tasks, self-report surveys and real-world outcomes and use factor-analysis to reduce the dimensionality of these measurements, creating a ”cognitive space” to serve as a common coordinate system to describe many cognitive constructs. Within the cognitive space measurements are structured, which is revealed through clustering. This new representation of cognitive measures provides a hypothesis for neural organization, which we pursue in an fMRI experiment where we scan participants completing a subset of the behavioral measures.",6.179230690002441,6.587503910064697,https://2018.ccneuro.org/Papers/ViewPapers361f.html?PaperNum=1179,
1174,2018,Understanding Action Prediction with Machine Learning and Psychophysics,Emalie McMahon,action | pattern classification | social goal,"Methods, theory & everything else","Emalie McMahon, National Institute of Mental Health, United States; Ray Gonzalez, Ken Nakayama, Harvard University, United States; Leslie G. Ungerleider, Maryam Vaziri-Pashkam, National Institute of Mental Health, United States","Predicting the actions of others is relevant in many social situations from extending a handshake to elaborate waltzes. To study the preparatory information in movements and how people are able to interpret these preparatory cues, we designed a partnered reaching task. In the competitive condition, one partner (the Blocker) had to beat the other (Attacker) to the target (see Vaziri-Pashkam et al., 2017), and in the cooperative condition, both participants were asked to tap the same target at the same time. In a psychophysical paradigm, different subjects viewed short clips of the Attacker’s movements and were asked to predict whether the Attacker was going to point to the left or right target. Subjects were able to predict the direction of movement with between 80% and 90% accuracy before finger lift off. A follow-up searchlight analysis revealed that all body parts contained informative predictive cues with the head showing predictive information earlier in the movement for both conditions, but especially for the cooperative condition. These results reveal that subjects can use preparatory cues in the movements of others to predict action goals before the start of the movement and that these cues are exaggerated in the cooperative context to communicate the goal of actions.",6.661314964294434,3.8460052013397217,https://2018.ccneuro.org/Papers/ViewPapersc171.html?PaperNum=1174,
1203,2018,Understanding illusory face perception in the human brain,Susan Wardle,face perception | object recognition | mvpa,"Methods, theory & everything else","Susan Wardle, Jessica Taubert, National Institutes of Health, United States; Lina Teichmann, Macquarie University, Australia; Chris Baker, National Institutes of Health, United States","Face pareidolia is the spontaneous misperception of illusory faces in inanimate objects. As a natural error of face detection, investigation of face pareidolia has potential to reveal new insight into the mechanisms underlying face and object recognition in the primate brain. To understand the temporal dynamics of illusory face perception, here we used magnetoencephalography (MEG) to measure the brain activation patterns of 22 human participants in response to 32 illusory faces in inanimate objects, 32 similar non-face objects, and 32 human faces. We compared the time-varying brain activation patterns to the representations of the stimuli obtained with common pre-trained deep neural networks and computational models of visual saliency. Whereas the saliency models showed an early and limited correlation with the MEG data peaking at ~100ms after stimulus onset, the deep neural networks showed a greater and sustained correlation across the time-course which generally increased with layer depth. However, both forms of computational model were outperformed by a simple model which grouped stimuli by category (faces versus objects). Together the results highlight that the dynamic response of the human brain to complex natural stimuli is only partially captured by existing computational models.",5.405927658081055,6.253555774688721,https://2018.ccneuro.org/Papers/ViewPapers395d.html?PaperNum=1203,
1016,2018,Unique contributions of medial axis structure in human object recognition,Vladislav Ayzenberg,object recognition | structure | medial axis | vision | computation,"Methods, theory & everything else","Vladislav Ayzenberg, Stella Lourenco, Emory University, United States","Despite great strides in computer vision, computational models of object recognition remain unable to wholly account for organisms’ ease at identifying objects across changes in view or their ability to categorize novel exemplars. One important feature that is frequently overlooked in these models is the role that an object’s spatial configuration, or ‘structure’, plays in determining object identity and category. Across three experiments, we tested whether a model of structure, based on an object’s medial axis, characterizes human object recognition independently of other models of vision. We found that human perceptual similarity judgments for novel three-dimensional (3D) objects was predicted by the medial axis similarity between objects, and participants preferentially categorized objects by their medial axes across changes to the object’s surface form. Importantly, we found that this pattern of responses could not be accounted for by other visual properties. These results suggest that human object representations incorporate the medial axis and that the medial axis may play a crucial role in object recognition.",8.408903121948242,7.073383331298828,https://2018.ccneuro.org/Papers/ViewPapersf0e9.html?PaperNum=1016,
1055,2018,Unsupervised deep neural network for fMRI feedback modelling,Michele Svanera,encoder/decoder | 3t/7t brain data | rsa | encoding,"Methods, theory & everything else","Michele Svanera, Andrew T. Morgan, Lucy S. Petro, Lars Muckli, University of Glasgow, United Kingdom","The brain is constantly dealing with two streams of information: the feedforward stream which carries sensory inputs, and the feedback stream that contains predictions derived from internal models that the brain has about the world. During a brain imaging experiment, an effective method to study the feedback stream is to occlude a portion of the image presented, thereby isolating it from the feedforward signal. The predictive coding framework suggests that the brain is trying to reconstruct the image under the occlusion; this operation is conceptually similar to the image processing task of inpainting, in which an artificial model predicts the missing image part. Using an encoder/decoder network architecture, trained to fill occlusions and reconstruct an unseen image, we investigated similarities and contradictions between brain visual pathway and artificial neural networks. We will perform comparisons between brain data collected at 3T and 7T during the vision of static images and different layers of the encoder/decoder network. These analyses will be conducted using Representational Similarity Analysis (RSA) and by creating encoding models to investigate visual pathways and V1 layers. Understanding how information is integrated together in the early visual cortex will provide insight to fundamental neuroscientific questions about human vision, cognition, and perception.",2.5436253547668457,6.199597358703613,https://2018.ccneuro.org/Papers/ViewPapers0223.html?PaperNum=1055,
1035,2018,Unsupervised learning of manifold models for neural coding of physical transformations in the ventral visual pathway,Marissa Connor,manifolds | transfer learning | mental rotation,"Methods, theory & everything else","Marissa Connor, Christopher Rozell, Georgia Institute of Technology, United States","Biological vision is envied for its ability to learn to recognize objects in the 3D world undergoing physical transformations. A recent hypothesis is that the ventral visual pathway exploits the manifold nature of these transformations to form neural codes that are efficient for discrimination, but there is no compelling model for how this representation is learned from data. We propose a computational model that performs unsupervised learning on received retinal imagery to infer identity-preserving transformations. We show that such a model can successfully learn useful representations on a subset of objects that can be transferred to new objects. We also demonstrate that this model can be used to infer 3D transformations from 2D imagery despite the ill-conditioned nature of the problem. This model for 3D inference can account for psychophysical experiments such as 3D shape perception from random-dot kinematograms.",5.932602882385254,3.9029953479766846,https://2018.ccneuro.org/Papers/ViewPapersf109.html?PaperNum=1035,
1041,2018,Using features from deep neural networks to model human categorization of natural images,Ruairidh Battleday,categorization | deep neural networks | cognition,"Methods, theory & everything else","Ruairidh Battleday, Joshua Peterson, Thomas Griffiths, University of California, Berkeley, United States","An open question is whether recent advances in machine learning can be used to study human intelligence. Recent work from neuroscience has shown that stimulus representations from convolutional neural networks (CNNs) are our best currently available predictors of several visual areas in the brain, and behavioral studies have found they best explain human similarity judgments of natural object images. A prime candidate to continue this avenue of investigation is categorization, a fundamental cognitive function. Although a range of high-precision formal models of categorization exist, they are limited to simple, artificial stimuli because representing more realistic stimuli is difficult. We show that representations derived from CNNs can be used to extend these models to natural images, and that a group of cognitive models based on these representations capture human behavior over a novel crowdsourced database of >500,000 human classification decisions. Successful models include both exemplar and prototype models, contrasting with the dominance of exemplar models in previous work. We also find that performance is improved by using representations from networks that score more highly at ground-truth prediction.",1.9778164625167847,5.223694324493408,https://2018.ccneuro.org/Papers/ViewPaperse045.html?PaperNum=1041,
